total_rooms,population,median_income,median_house_value
1003,388,4.2917,221900
1585,510,6.9136,493300
108,43,3.475,187500
270,120,6.993,500001
21988,8824,3.9963,191100
30401,13251,4.5841,212300
9089,3886,4.6904,174200
1614,846,2.83,43000
13724,5860,3.9617,183000
6112,2088,5.5351,429000
966,311,5.2066,500001
8278,3062,3.0043,134700
6807,2703,3.1591,189700
2094,937,5.3623,201300
1183,543,4.4792,173900
652,248,2.1071,93800
397,239,2.8125,143800
16148,6159,1.9961,97800
2281,894,2.3712,127900
2238,1190,2.0714,85800
4676,2770,1.7847,109500
6027,3136,2.964,121500
3757,1693,3.6806,112800
2233,1024,2.4554,89400
4735,2306,3.069,87000
4587,2233,3.2371,94500
1996,1270,2.7083,91200
2901,1414,4.6406,118900
5160,2344,3.7175,120000
3603,1644,4.0433,132300
3269,2328,2.5898,76300
2712,1519,1.942,86200
3740,2011,1.3039,77500
9601,4002,1.4366,77000
4952,1589,1.8446,85700
3674,1498,2.2161,76900
3649,1717,2.2115,87600
7240,2708,2.4145,137600
2873,1094,1.8015,105100
6890,3141,1.7079,95900
5829,2711,1.9707,107900
7626,2823,2.1722,69400
5330,2143,2.1103,94400
3700,1171,1.9476,112500
10352,3559,2.2925,113100
1317,453,2.8393,120700
2228,653,2.683,139300
6317,2625,2.3,108900
10997,5060,2.1979,95300
2399,1726,1.8845,77700
2990,2108,2.0135,83000
2680,1728,2.535,74800
3409,1939,1.7303,74000
701,434,2.0577,56700
4116,1714,2.5612,130800
3111,1000,1.5982,140000
2719,930,2.0154,81700
10886,4266,2.3169,123400
2604,978,2.933,170700
3750,1594,2.4167,104900
1575,879,2.5357,94400
4624,2174,3.5255,132100
4227,1849,4.7356,195900
4775,1868,2.3355,118800
5320,1947,3.1393,116300
5876,2992,2.4322,112100
1254,715,2.7344,149000
1822,798,2.8783,105200
78,27,3.125,187500
1999,1304,1.4063,81900
503,293,3.7083,147500
658,376,2.3977,58000
319,212,1.4688,90000
2307,1266,1.6875,63000
2009,820,1.3286,81800
6900,1950,3.0417,146300
6,8,1.625,55000
521,174,2.7788,91100
3459,1760,3.4545,89800
2277,1391,1.9472,73200
3197,1722,3.0432,91200
2793,1583,1.424,73200
376,267,2.1581,68300
3915,1820,3.6339,98600
7804,3297,2.0549,95600
4549,2494,2.0976,72600
1495,865,1.2188,55000
3183,1820,2.2321,71800
553,215,5.5,193800
4448,2736,2.218,73400
3141,2589,1.4556,54600
1858,1632,2.7536,73100
2653,1967,2.6643,81000
5277,657,3.3333,143400
324,158,3.4167,100000
10665,1874,3.0625,150500
3460,658,3.5882,161100
2385,682,2.9141,214300
830,272,3.8281,163500
1016,443,2.8071,137500
1153,446,3.038,128100
3166,1250,2.355,122900
1294,457,2.9167,115300
489,183,6.2702,345500
1251,544,3.0694,173400
186,102,2.5625,103100
3730,1346,2.183,113500
1187,442,1.9107,155700
11115,4122,2.7219,74400
549,209,3.0208,66300
1284,537,1.95,61000
321,157,2.8056,68100
551,224,1.1917,50000
260,69,3.5208,76600
5293,1201,1.6849,88400
12557,2453,1.7844,78500
3921,1902,3.3616,89600
4913,2518,1.4665,61100
2990,1280,2.625,68200
7249,4274,1.6983,66600
3369,1315,1.7388,66000
1381,644,2.3382,89400
2233,919,3.2578,85200
3254,923,1.8,81000
4332,1420,4.0417,146400
980,454,4.0729,100000
1540,610,1.5227,71000
4465,853,3.6875,130400
3648,1687,1.9167,70400
7962,2009,3.3897,230200
10077,3048,2.9647,110900
2992,676,5.7613,500001
8399,3470,2.5885,159000
7559,3189,3.4886,112500
343,29,2.1042,87500
3316,2362,2.9569,65900
10227,3623,2.5212,145200
9482,2725,1.5595,115600
1765,451,2.6083,321900
3004,437,3.6667,90000
5032,3086,2.5399,94800
12396,2548,3.4394,162200
6814,2628,2.1176,124100
6087,1721,3.1493,199400
8789,1274,3.7396,148900
6050,1432,2.2216,183900
2616,581,3.1364,301600
4810,1304,2.25,248100
9374,1678,3.9737,235600
2547,411,2.5489,220500
4423,1906,4.6855,125200
5480,1050,1.7204,137500
9425,1711,2.6298,145200
9169,3838,4.3111,142500
4863,3010,3.9508,104200
10105,6274,2.4497,90900
6960,1130,2.1411,136400
6710,2069,3.5223,115100
7095,1179,4.9444,285000
4293,1091,6.1437,232100
5228,1177,3.0859,134600
16921,2524,7.6281,341700
3059,612,6.8729,259200
5534,2283,3.6161,99100
24121,4176,3.3799,239300
17579,3581,4.084,194500
19107,2880,4.036,158500
12467,4086,3.2846,131900
1137,604,1.3801,55000
2565,2301,2.5477,83000
4300,1557,4.4107,122500
1781,759,3.3162,113600
11836,3811,4.0079,134500
8626,3497,3.312,121300
7646,2496,3.5569,128000
12509,2737,4.5556,258100
11659,2186,6.9833,238800
6190,2242,3.0021,152300
4872,955,2.2439,97500
2596,473,3.7727,500001
846,117,7.9885,403300
2475,910,3.3639,168800
4289,958,2.4659,177800
3895,900,2.2208,138300
8806,858,7.8005,318100
12327,2450,7.4382,353100
5048,883,5.6918,231300
2387,863,2.8882,137500
2214,1152,2.9187,93400
4686,2466,3.3333,91800
4497,2248,3.6354,98000
3079,1572,4.5938,102600
9404,3208,3.1086,105800
1664,907,2.7667,92900
3861,825,3.2833,124700
1961,966,3.8125,96700
12991,4571,4.7195,199300
3584,1097,3.1771,167400
880,507,3.4583,67500
278,375,2.025,50000
5236,2725,3.775,93400
9033,5525,2.7598,95000
2774,1530,3.0682,104100
4120,2918,3.3107,69400
894,830,3.0673,68200
2488,2891,2.3169,68900
1695,1279,2.1217,68500
1133,918,2.8648,72100
3114,3157,1.7083,82200
826,979,1.7172,58800
2399,2654,2.2989,60600
4981,3779,1.7805,76900
4874,5032,2.444,90000
197,331,2.9286,112500
1273,1548,2.0871,84700
1711,1896,1.6557,65400
1152,1077,2.5,96300
1596,1201,3.8846,100900
584,625,1.5809,100000
926,238,3.0114,366700
7437,574,10.2948,382400
1713,1978,2.1287,58600
2421,2971,1.654,100000
2985,4042,1.7344,66400
1660,637,2.0347,68900
1230,1334,2.2679,61400
3585,3873,2.5714,65900
639,664,1.9306,47500
1859,1994,1.7297,67500
2888,2940,2.2141,66700
89,79,2.375,155000
5692,5682,2.5383,74000
381,182,2.425,76100
1706,3424,1.625,53500
97,29,1.2656,27500
1161,724,3.1827,71700
644,137,3.2097,71300
2809,83,1.6154,87500
1678,666,2.9653,94900
1491,1135,1.6395,44400
720,333,1.6509,85700
1501,515,3.1917,73400
1454,624,1.925,65500
173,117,2.0833,45000
4789,3134,2.1782,58400
1187,1115,2.1759,61500
3741,2434,2.6797,86500
1387,671,3.3438,74000
18,5,0.536,275000
2907,1841,2.6768,82400
1988,1182,1.625,62000
5298,1933,3.9167,155700
2507,888,4.0972,163700
1878,710,3.7731,161400
1806,764,3.9271,147100
2443,939,3.5893,142000
3080,975,3.776,164500
2334,892,3.0208,148800
2314,796,3.4914,153900
1962,704,3.5313,147900
4408,1604,3.8914,181600
1394,689,1.7765,109800
2092,878,1.5922,115100
3807,1484,2.3266,137500
2035,904,2.6976,109300
576,273,2.01,94300
2434,1281,1.6277,140600
2151,1146,1.4034,90300
1186,1038,1.6116,70500
463,486,1.0313,85000
1000,456,1.4375,168800
761,2031,0.7526,162500
4018,1570,2.5821,125000
745,297,3.358,77500
569,509,0.9196,137500
1823,761,1.245,137500
2438,1148,1.4301,141700
567,272,1.625,187500
1334,634,1.7568,93800
2410,1091,1.2209,87900
1360,589,2.1691,150000
3136,1443,1.9034,123900
2809,1243,1.8512,114100
438,176,3.0217,200000
3233,1223,1.2041,168100
2501,1081,1.5872,157500
2006,825,3.2963,236100
3170,1027,4.63,233800
1750,764,2.9191,111800
810,326,3.1583,140000
893,367,3.2386,213200
1917,722,3.1484,158900
1625,614,2.0549,156700
1105,443,3.1827,131700
2423,873,3.7167,131900
906,257,2.8542,139400
1533,532,2.5417,125900
1316,452,3.0938,137800
3994,1295,5.1169,232500
3420,1301,4.0417,173800
182,115,2.6417,98900
3514,1509,2.7333,100100
3374,1412,1.4889,77600
1878,722,3.3348,122800
1250,452,2.625,121200
1698,726,2.9821,97000
889,273,3.125,85600
907,479,2.2125,104000
3126,1789,1.7616,84100
2094,1364,1.2235,68500
1091,926,1.1458,65400
1532,782,1.8911,85900
2083,874,2.0221,95800
1986,1044,1.7328,88100
1151,518,2.0089,113600
1476,688,2.7316,134700
1145,596,1.78,114300
900,506,1.2813,87500
1521,987,1.9013,86900
1492,736,1.7155,108800
1124,807,1.4712,94600
1375,766,2.1719,87500
613,425,2.2031,93800
858,510,1.0114,80000
2646,1684,1.128,123100
1048,1320,1.0649,137500
3032,1341,2.8417,137900
1485,531,2.7885,137200
1844,667,3.0033,103500
2515,836,3.3844,151100
2784,957,5.6402,209800
1777,624,3.6729,137800
2313,779,2.5639,123000
1145,334,8.338,405800
4280,1486,5.0359,224100
4094,1363,5.2362,236800
1167,452,3.7344,179800
2508,832,7.1035,228700
2037,811,4.3929,162500
1587,877,2.0833,94300
1684,675,4.1467,175000
2216,714,4.8603,191900
814,327,2.8542,125000
968,706,0.9948,65400
1303,861,1.0208,55800
2085,1346,1.2679,56700
979,546,1.186,67000
1384,561,2.0242,94600
1159,810,2.7787,56000
1278,839,1.4702,58300
1001,605,1.8333,58200
2077,1454,2.0074,57000
1407,556,3.0521,108000
2084,912,2.9769,92700
1879,791,3.15,101500
2570,1145,2.5694,92400
3421,1441,1.9485,86600
2525,1726,2.398,87600
2358,1071,2.925,94300
3321,1346,2.4618,101300
2855,1217,3.2404,93600
2518,1308,2.5389,75700
2061,1110,3.1944,79000
1058,588,2.9737,72100
1958,1171,2.8298,71200
1581,832,3.4083,71800
1488,846,3.1208,82700
2430,1199,3.1667,81900
1951,1089,2.3272,80600
3087,2529,1.8689,66800
3249,2611,1.9423,87800
2828,1655,2.5574,72600
2089,955,2.5898,72100
3657,2925,1.3927,78300
2080,995,2.7697,76600
3184,1188,4.6923,192000
3642,1508,3.5231,114300
1613,631,4.25,191900
2603,966,5.3135,216600
2008,1261,2.2574,59100
2918,1085,5.5208,171300
1595,542,6.6112,251600
3236,1167,4.0972,181400
1451,786,2.3487,101600
2966,1225,3.125,130600
1655,841,1.6932,78400
1378,708,2.3542,103900
1824,906,2.9911,96400
1902,955,3.1014,96800
1468,571,3.3906,124200
3364,1841,2.1975,73500
1704,902,1.9837,62300
2099,1845,1.4138,52500
3215,2400,1.4625,54400
543,506,1.3646,65400
700,260,2.9219,152900
2364,1331,3.319,84500
1715,842,3.0313,87900
2049,787,3.7414,98500
3166,1857,3.1768,79500
2815,1075,3.9792,164800
3089,1366,4.2885,160300
3377,1289,3.5737,171200
6876,2942,3.0963,156900
4426,1856,4.1,158300
4719,1857,5.0371,180200
5490,2415,6.5253,216800
4868,2036,5.7621,204600
6093,2415,4.2075,183600
8482,3362,4.2216,217900
3087,1365,6.4667,216800
6132,2595,3.1607,178900
4900,2519,4.8497,184400
27870,11935,4.8811,212200
3344,1341,3.6196,152800
9104,3759,5.1442,174500
2561,1583,3.1583,95800
979,723,2.5926,72300
2679,1740,1.3679,70300
1557,986,2.6613,77700
3606,2317,2.7368,78200
4013,2032,3.3689,83400
3165,2447,1.5908,78600
4629,2902,2.735,74600
3595,2760,2.3233,78800
2969,1745,2.6382,76200
6121,4224,2.3496,68000
2359,2048,3.2702,67300
1865,1052,1.7891,60500
1746,1142,1.7714,69900
1893,884,2.1679,75400
1717,848,2.4741,87000
1453,843,1.7692,63900
2745,1607,1.8007,65400
1825,1226,1.5292,55700
2177,1971,1.2575,66800
2123,1576,1.5735,110000
3033,1559,2.7101,99500
1895,620,1.7188,137500
20,74,3.625,80000
2316,1597,1.8205,60400
3446,2460,1.6521,69700
4221,2294,2.2245,75900
1705,827,2.6288,71200
1477,888,2.5592,70300
3873,2237,2.1736,72100
2437,1596,1.68,84100
1279,963,2.71,65600
7212,4828,2.214,82400
2527,1089,4.088,96800
2033,1281,1.4007,97500
7901,4769,2.8139,90400
7740,4333,3.025,87900
10211,5656,2.575,107900
3573,1540,3.5323,109800
4297,2083,3.3878,109300
2780,1638,2.9571,103100
4602,2299,3.0625,90500
4929,2621,2.7262,109800
1766,1028,3.5402,98700
3593,1710,3.5227,93100
13180,7235,3.363,103000
7880,4749,1.9657,116000
7290,3960,3.5968,106300
8537,4224,2.9647,108900
1808,758,2.0062,92000
2066,2548,1.3571,55000
8507,3517,4.3644,137400
2790,1407,4.3288,133700
1532,781,4.6944,130900
2171,1053,3.5278,126200
1734,783,1.9044,154300
2697,1088,5,142500
2534,1495,1.9167,156300
2497,748,2.925,142400
152,65,0.9274,67500
987,1253,0.9204,82100
88,119,1.725,67500
2987,1240,2.8231,137500
7228,2455,5.1385,179500
4899,1701,5.2449,387000
2648,863,8.4016,338700
2022,639,5.8416,297600
4429,1538,3.2443,190700
2623,838,7.143,327800
3713,2194,1.7451,89600
1166,574,2.2452,102800
1327,613,3.8672,111400
2289,1100,2.1694,95700
172,149,2.6442,55000
3099,1322,3.4784,105500
5407,2523,2.0471,104200
5527,2883,2.6485,114500
12355,5692,2.5245,99100
6955,2803,3.089,141400
2396,1225,2.9559,136600
5773,2607,2.5238,118800
1994,782,4.1488,136400
1239,764,3.0156,103000
2091,1053,2.2264,108100
1151,563,2.8,113600
2228,1130,2.5363,124600
2614,1181,2.0432,156800
2253,1018,3.2596,98700
2019,878,2.8462,93400
2577,913,6.3406,448300
3137,1312,3.788,136800
1119,414,5.8336,283300
1249,362,6.8469,446400
2888,1168,3.6053,148600
2523,927,3.5179,207800
2839,1006,7.3343,280400
2968,1176,5.0497,191700
1839,685,4.5313,189400
2388,838,4.775,194100
3900,1549,2.7788,115700
4314,1662,5.0997,170100
1930,805,4.4643,133000
1275,530,3.875,133600
2355,993,5.0492,144100
1285,460,5.3243,265700
3303,1185,5.0508,225700
3196,978,8.4699,344000
2992,1105,8.6572,320200
1631,599,7.8031,267200
2912,1132,5.9174,225900
3273,1151,8.05,380000
6540,2667,5.5632,175200
6119,2631,4.875,146400
4175,2032,3.4299,164000
4916,2140,2.5511,134100
2191,951,3.8882,159500
2447,1077,3.058,133000
2619,940,4.7283,164500
322,133,4.6111,139300
4563,2256,2.1472,143400
3658,1452,2.6623,120700
494,253,4.8194,141100
5996,2532,4.6127,151800
1743,697,1.6678,166100
2352,1127,2.2,116500
774,356,3.5625,115300
1077,447,3.0139,115600
945,460,3.7569,127100
823,329,3.0833,114100
2375,863,3.0086,126900
2930,1661,2.7813,118900
1226,359,3.8068,150400
2024,786,2.4632,156900
5693,2334,2.2844,170500
2696,1059,1.8176,160900
3626,1577,2.517,130400
1540,1079,1.8571,98700
3671,1733,2.2292,113200
3512,1515,1.9908,118800
3260,1735,2.5162,97500
3171,1591,2.0786,88600
1126,589,2.1776,84400
1134,675,1.3696,65200
1087,462,2.0224,64900
1385,740,2.6055,78000
1009,604,1.6641,67000
2217,1203,1.9412,73100
1765,1008,2.0639,73000
1404,765,1.8792,63300
1578,897,2.3214,66800
1384,682,1.9167,64400
1720,1069,1.8611,60500
1728,1042,1.6033,58500
2274,1157,2.098,49800
909,661,3.1696,77400
2010,1501,2.0417,65900
1756,837,1.125,70500
1678,971,1.0398,62100
1219,559,3.8295,122200
1673,1116,1.3302,62200
1077,753,1.3462,55900
1402,970,1.6343,71000
1607,972,1.9107,64700
3009,1513,1.4387,61000
2680,1885,2.6369,110000
3746,2161,3.2039,103400
3167,1787,3.8125,92600
1481,1079,1.867,60600
1517,1287,1.6607,67000
3185,2444,1.56,67600
1246,884,1.4397,51700
1534,1147,2.5643,59800
2419,1696,1.4861,63100
2436,1509,1.0424,81400
705,464,2.4205,60900
3326,2511,1.9871,60900
1591,1000,1.0467,70100
2324,823,4.6625,158900
1758,1094,1.0685,70000
1111,613,1.2917,66300
1978,823,1.9688,135600
438,263,0.9379,67500
2197,1374,2.1889,69300
1072,781,1.6563,65800
1372,850,1.6331,67500
1269,494,3.9615,331300
8149,2933,3.6788,178800
12197,5634,3.7449,129300
16679,7919,3.7188,134500
1395,638,2.6745,225000
693,276,3.1944,117000
15309,7463,3.9143,129700
4391,1982,3.4291,105300
7709,4147,3.8272,96600
1511,1062,2.3438,89400
800,450,2.1029,108600
541,229,8.0379,383300
3054,1932,3.0903,91900
1287,727,4.7396,135500
1708,911,4.0227,99800
2336,1172,3.5129,101200
2562,1478,4.0625,96200
2159,1141,3.9853,90400
965,568,3.8611,93900
927,542,2.5,96200
2476,1355,2.0625,94400
2118,1019,3.725,112200
1601,848,3.6429,105200
3124,1512,3.1942,94900
2962,1542,2.2243,89200
1299,705,2.8333,103000
946,474,5.0155,97300
3335,1963,3.3125,96800
1007,563,3.625,91300
1814,1076,2.7179,81100
3438,1602,3.9914,120500
880,1148,2.5062,112500
2103,1124,3.0833,87000
1086,663,3.3074,84200
1643,831,4.0673,84200
1775,937,3.1786,83400
1851,1007,3.2361,84000
2943,1460,2.6713,84400
300,154,4.0909,108300
1093,590,2.7009,80200
3757,2022,3.5429,88200
1620,939,2.5542,72900
1565,861,2.4844,77000
67,50,1.7596,93800
1354,771,2.2723,78800
1786,974,2.555,72700
2176,1067,2.3958,78400
1001,597,2.2788,73400
562,240,0.9338,112500
3938,1861,3.6484,95000
3919,2203,2.2402,89500
2897,1508,3.865,88400
2230,1155,3.4911,88200
2686,1553,3.7857,112700
1968,996,3.7031,114300
7085,3455,4.3118,120000
7923,3789,3.5403,98600
21897,8652,4.5432,151300
4842,2857,3.9318,133000
4680,2626,3.8355,107000
6850,4251,3.6989,93300
14414,7608,3.5802,129600
2770,1471,2.3683,82500
5819,3237,2.2339,116600
3184,1929,2.3844,86000
2878,1362,2.7955,96500
4866,2371,2.4574,103300
3778,2393,1.8972,100500
825,355,3.1858,109500
1503,652,3.6937,99300
3379,1543,4.2743,124000
1503,731,4.0352,118500
643,331,3.0417,120700
3154,1837,1.9805,92900
3322,1694,2.7011,130700
1149,583,2.8092,137500
4164,2032,2.119,133100
3313,1631,2.5556,105700
756,424,3.6953,116100
1672,757,3.6786,159700
2498,1185,3.2243,107900
4371,1842,2.7797,105500
2446,1132,2.6266,198500
1595,610,4.6,199000
3533,1496,2.8106,183200
2772,1335,3.8068,161000
2203,1158,2.4342,119500
2761,1128,3.7562,139700
3033,1363,4.0036,161700
1947,866,2.7181,156800
1853,772,2.2574,135800
4021,1658,2.4537,153000
1778,875,2.6023,142200
1716,722,2.0926,166100
2453,1326,2.7079,148000
5801,2586,3.9063,162100
4260,1635,6.2817,288200
2868,1284,3.3182,213000
1817,992,3.0972,150000
7003,3107,3.0348,150500
3114,1121,6.244,240000
2430,1087,3.0864,177900
898,470,2.6897,148300
3902,1870,2.774,190200
992,316,6.6238,326700
5001,2330,4.0833,160000
5407,1927,4.6302,195400
8501,3576,3.6523,158500
1713,761,5.2081,136400
1604,751,4.7381,140500
1149,500,5.078,163400
1276,501,3.95,143600
2628,1210,3.0952,157700
2759,1053,5.5,165700
3824,1818,3.712,139000
3391,1546,4.2188,139200
3192,1132,4.5278,144300
1665,846,3.5852,121600
6940,2829,5.4889,232300
3443,1413,5.6529,196000
4491,1657,5.259,249400
2926,1349,4.6437,212900
3243,1334,4.8088,169500
3335,1329,6.2082,250300
7741,3153,3.7869,216100
3670,1616,5.02,169600
3170,1344,6.1183,221600
1891,678,6.1872,188700
2642,1032,4.1382,189800
2764,902,5.6864,258700
2655,991,4.6484,270600
2787,1247,2.9016,159800
1597,657,4.3098,213500
1098,415,4.8375,217400
1984,842,5.2949,173300
2744,1340,3.8816,147300
3459,1336,4.8661,186200
120,30,10.2264,350000
3574,1373,3.6298,242100
4053,2033,2.8973,117100
5827,2578,3.0212,112900
3095,1550,3.575,113500
5828,2868,3.7813,143200
11442,6068,2.6016,121200
7334,3339,3.235,124700
6575,3358,4.0739,115400
13796,6000,3.8776,124500
5826,2244,1.9093,142900
5434,2755,2.8226,99900
1875,1027,3.5769,103800
2514,1166,2.2813,131900
2306,1308,3.9506,122200
4594,2474,4.5245,127500
3998,2071,4.3836,102000
3214,1879,4.3643,124900
2966,1365,3.2444,118400
3592,1740,3.0703,126000
2226,1004,2.7868,117800
3137,1635,4.6923,122700
1252,587,3.5893,146400
3908,1898,2.8426,130600
3455,1605,3.1382,91600
1387,807,4.1563,135700
2683,1410,1.962,130200
2767,1275,2.5909,125400
1998,970,4.8224,115500
2532,1396,4.0417,114500
5098,2029,3.5444,132500
2135,779,3.6995,134900
5179,2181,2.1009,82500
1194,545,3.8603,134300
4018,2070,3.0733,119800
2655,1253,5.2817,140600
1234,649,4.8523,143000
2915,1292,3.3188,117100
2145,1022,4.2037,125400
3747,1817,4.6488,145300
3389,1674,4.4489,145600
3080,1195,2.7477,133000
3243,1585,5.7133,166800
3262,1794,4.2464,144400
3917,1809,5.2586,137000
3050,1490,4.5562,134500
1014,606,4.1607,112800
1402,676,3.7426,135500
1497,730,4.9688,135600
4256,1948,5.2051,167400
503,267,6.1943,276100
6155,2407,4.2262,244300
1830,905,4.2273,141800
3185,1550,2.5199,149000
1145,447,4.0781,124300
2116,866,2.7388,111600
1701,723,3.8906,128700
3467,1478,3.75,147300
1727,833,5.4797,160000
1087,430,4.3625,158800
1881,921,1.8589,144000
1992,889,3.6516,130500
6838,3166,5.2177,162700
4082,1912,4.4609,142900
3713,1845,4.3009,143400
7812,3275,4.3826,146600
7138,2623,5.6902,243200
4415,1520,3.2321,390800
7104,2772,6.3528,274500
2970,1379,4.3214,131700
3077,1603,2.7174,137500
6262,2954,3.4506,139000
1843,818,4.4695,214700
4947,2227,4.8542,170500
5268,2357,3.9226,148700
5266,2432,3.8954,133000
3558,1742,4.0182,131700
2200,938,3.4896,143800
5500,2827,4.1071,145800
1412,700,4.05,130700
2987,1610,3.0533,112100
1754,773,4.817,147000
1546,773,2.9803,115400
3875,1632,4.6902,171000
1937,769,6.1185,179200
1605,732,5.47,204800
